DATE,DGS3MO
2017-07-26,1.13
2017-07-27,1.11
2017-07-28,1.08
2017-07-31,1.07
2017-08-01,1.08
2017-08-02,1.08
2017-08-03,1.08
2017-08-04,1.08
2017-08-07,1.02
2017-08-08,1.06
2017-08-09,1.06
2017-08-10,1.05
2017-08-11,1.03
2017-08-14,1.02
2017-08-15,1.04
2017-08-16,1.02
2017-08-17,1.00
2017-08-18,1.02
2017-08-21,1.00
2017-08-22,1.00
2017-08-23,1.00
2017-08-24,1.02
2017-08-25,1.03
2017-08-28,0.98
2017-08-29,1.03
2017-08-30,1.03
2017-08-31,1.01
2017-09-01,1.02
2017-09-04,.
2017-09-05,1.03
2017-09-06,1.07
2017-09-07,1.05
2017-09-08,1.04
2017-09-11,1.05
2017-09-12,1.03
2017-09-13,1.04
2017-09-14,1.05
2017-09-15,1.05
2017-09-18,1.05
2017-09-19,1.04
2017-09-20,1.04
2017-09-21,1.04
2017-09-22,1.03
2017-09-25,1.05
2017-09-26,1.06
2017-09-27,1.07
2017-09-28,1.06
2017-09-29,1.06
2017-10-02,1.01
2017-10-03,1.07
2017-10-04,1.08
2017-10-05,1.07
2017-10-06,1.07
2017-10-09,.
2017-10-10,1.08
2017-10-11,1.10
2017-10-12,1.09
2017-10-13,1.09
2017-10-16,1.10
2017-10-17,1.09
2017-10-18,1.09
2017-10-19,1.10
2017-10-20,1.11
2017-10-23,1.09
2017-10-24,1.12
2017-10-25,1.12
2017-10-26,1.11
2017-10-27,1.10
2017-10-30,1.12
2017-10-31,1.15
2017-11-01,1.18
2017-11-02,1.17
2017-11-03,1.18
2017-11-06,1.19
2017-11-07,1.22
2017-11-08,1.23
2017-11-09,1.24
2017-11-10,1.23
2017-11-13,1.24
2017-11-14,1.26
2017-11-15,1.25
2017-11-16,1.27
2017-11-17,1.29
2017-11-20,1.30
2017-11-21,1.30
2017-11-22,1.29
2017-11-23,.
2017-11-24,1.29
2017-11-27,1.27
2017-11-28,1.30
2017-11-29,1.29
2017-11-30,1.27
2017-12-01,1.27
2017-12-04,1.29
2017-12-05,1.30
2017-12-06,1.30
2017-12-07,1.29
2017-12-08,1.28
2017-12-11,1.33
2017-12-12,1.34
2017-12-13,1.30
2017-12-14,1.32
2017-12-15,1.31
2017-12-18,1.38
2017-12-19,1.37
2017-12-20,1.38
2017-12-21,1.35
2017-12-22,1.33
2017-12-25,.
2017-12-26,1.47
2017-12-27,1.44
2017-12-28,1.39
2017-12-29,1.39
2018-01-01,.
2018-01-02,1.44
2018-01-03,1.41
2018-01-04,1.41
2018-01-05,1.39
2018-01-08,1.45
2018-01-09,1.44
2018-01-10,1.42
2018-01-11,1.43
2018-01-12,1.43
2018-01-15,.
2018-01-16,1.45
2018-01-17,1.44
2018-01-18,1.45
2018-01-19,1.44
2018-01-22,1.44
2018-01-23,1.44
2018-01-24,1.43
2018-01-25,1.42
2018-01-26,1.41
2018-01-29,1.44
2018-01-30,1.44
2018-01-31,1.46
2018-02-01,1.48
2018-02-02,1.48
2018-02-05,1.51
2018-02-06,1.52
2018-02-07,1.55
2018-02-08,1.55
2018-02-09,1.55
2018-02-12,1.62
2018-02-13,1.59
2018-02-14,1.58
2018-02-15,1.58
2018-02-16,1.62
2018-02-19,.
2018-02-20,1.66
2018-02-21,1.64
2018-02-22,1.63
2018-02-23,1.64
2018-02-26,1.66
2018-02-27,1.66
2018-02-28,1.65
2018-03-01,1.63
2018-03-02,1.65
2018-03-05,1.70
2018-03-06,1.68
2018-03-07,1.68
2018-03-08,1.67
2018-03-09,1.67
2018-03-12,1.71
2018-03-13,1.73
2018-03-14,1.76
2018-03-15,1.77
2018-03-16,1.78
2018-03-19,1.80
2018-03-20,1.81
2018-03-21,1.74
2018-03-22,1.72
2018-03-23,1.74
2018-03-26,1.79
2018-03-27,1.77
2018-03-28,1.73
2018-03-29,1.73
2018-03-30,.
2018-04-02,1.77
2018-04-03,1.75
2018-04-04,1.71
2018-04-05,1.72
2018-04-06,1.73
2018-04-09,1.76
2018-04-10,1.74
2018-04-11,1.73
2018-04-12,1.75
2018-04-13,1.76
2018-04-16,1.79
2018-04-17,1.80
2018-04-18,1.81
2018-04-19,1.82
2018-04-20,1.81
2018-04-23,1.87
2018-04-24,1.87
2018-04-25,1.85
2018-04-26,1.82
2018-04-27,1.82
2018-04-30,1.87
2018-05-01,1.85
2018-05-02,1.84
2018-05-03,1.84
2018-05-04,1.84
2018-05-07,1.86
2018-05-08,1.87
2018-05-09,1.88
2018-05-10,1.90
2018-05-11,1.92
2018-05-14,1.93
2018-05-15,1.92
2018-05-16,1.92
2018-05-17,1.92
2018-05-18,1.91
2018-05-21,1.93
2018-05-22,1.93
2018-05-23,1.92
2018-05-24,1.91
2018-05-25,1.90
2018-05-28,.
2018-05-29,1.93
2018-05-30,1.94
2018-05-31,1.93
2018-06-01,1.92
2018-06-04,1.94
2018-06-05,1.94
2018-06-06,1.95
2018-06-07,1.94
2018-06-08,1.93
2018-06-11,1.94
2018-06-12,1.92
2018-06-13,1.94
2018-06-14,1.94
2018-06-15,1.94
2018-06-18,1.94
2018-06-19,1.94
2018-06-20,1.94
2018-06-21,1.94
2018-06-22,1.93
2018-06-25,1.93
2018-06-26,1.93
2018-06-27,1.93
2018-06-28,1.93
2018-06-29,1.93
2018-07-02,1.98
2018-07-03,1.98
2018-07-04,.
2018-07-05,1.96
2018-07-06,1.97
2018-07-09,1.98
2018-07-10,1.99
2018-07-11,1.97
2018-07-12,1.98
2018-07-13,1.98
2018-07-16,2.01
2018-07-17,2.02
2018-07-18,2.00
2018-07-19,2.00
2018-07-20,1.99
2018-07-23,1.99
2018-07-24,2.02
2018-07-25,2.01
2018-07-26,1.99
2018-07-27,2.00
2018-07-30,2.04
2018-07-31,2.03
2018-08-01,2.03
2018-08-02,2.02
2018-08-03,2.01
2018-08-06,2.05
2018-08-07,2.06
2018-08-08,2.06
2018-08-09,2.06
2018-08-10,2.05
2018-08-13,2.06
2018-08-14,2.08
2018-08-15,2.07
2018-08-16,2.07
2018-08-17,2.05
2018-08-20,2.06
2018-08-21,2.08
2018-08-22,2.09
2018-08-23,2.08
2018-08-24,2.09
2018-08-27,2.12
2018-08-28,2.13
2018-08-29,2.13
2018-08-30,2.11
2018-08-31,2.11
2018-09-03,.
2018-09-04,2.13
2018-09-05,2.14
2018-09-06,2.13
2018-09-07,2.14
2018-09-10,2.14
2018-09-11,2.15
2018-09-12,2.16
2018-09-13,2.15
2018-09-14,2.16
2018-09-17,2.16
2018-09-18,2.17
2018-09-19,2.16
2018-09-20,2.17
2018-09-21,2.18
2018-09-24,2.22
2018-09-25,2.21
2018-09-26,2.20
2018-09-27,2.18
2018-09-28,2.19
2018-10-01,2.23
2018-10-02,2.23
2018-10-03,2.23
2018-10-04,2.22
2018-10-05,2.23
2018-10-08,.
2018-10-09,2.25
2018-10-10,2.27
2018-10-11,2.27
2018-10-12,2.28
2018-10-15,2.31
2018-10-16,2.30
2018-10-17,2.31
2018-10-18,2.32
2018-10-19,2.31
2018-10-22,2.34
2018-10-23,2.33
2018-10-24,2.34
2018-10-25,2.34
2018-10-26,2.33
2018-10-29,2.34
2018-10-30,2.33
2018-10-31,2.34
2018-11-01,2.32
2018-11-02,2.33
2018-11-05,2.36
2018-11-06,2.35
2018-11-07,2.37
2018-11-08,2.35
2018-11-09,2.36
2018-11-12,.
2018-11-13,2.38
2018-11-14,2.38
2018-11-15,2.37
2018-11-16,2.36
2018-11-19,2.38
2018-11-20,2.39
2018-11-21,2.41
2018-11-22,.
2018-11-23,2.41
2018-11-26,2.41
2018-11-27,2.41
2018-11-28,2.40
2018-11-29,2.37
2018-11-30,2.37
2018-12-03,2.38
2018-12-04,2.42
2018-12-05,.
2018-12-06,2.41
2018-12-07,2.40
2018-12-10,2.41
2018-12-11,2.41
2018-12-12,2.43
2018-12-13,2.43
2018-12-14,2.42
2018-12-17,2.40
2018-12-18,2.39
2018-12-19,2.40
2018-12-20,2.39
2018-12-21,2.39
2018-12-24,2.45
2018-12-25,.
2018-12-26,2.44
2018-12-27,2.41
2018-12-28,2.40
2018-12-31,2.45
2019-01-01,.
2019-01-02,2.42
2019-01-03,2.41
2019-01-04,2.42
2019-01-07,2.45
2019-01-08,2.46
2019-01-09,2.45
2019-01-10,2.43
2019-01-11,2.43
2019-01-14,2.45
2019-01-15,2.45
2019-01-16,2.43
2019-01-17,2.42
2019-01-18,2.41
2019-01-21,.
2019-01-22,2.43
2019-01-23,2.41
2019-01-24,2.37
2019-01-25,2.39
2019-01-28,2.42
2019-01-29,2.42
2019-01-30,2.42
2019-01-31,2.41
2019-02-01,2.40
2019-02-04,2.42
2019-02-05,2.42
2019-02-06,2.42
2019-02-07,2.42
2019-02-08,2.43
2019-02-11,2.45
2019-02-12,2.43
2019-02-13,2.44
2019-02-14,2.43
2019-02-15,2.43
2019-02-18,.
2019-02-19,2.45
2019-02-20,2.45
2019-02-21,2.45
2019-02-22,2.46
2019-02-25,2.47
2019-02-26,2.45
2019-02-27,2.45
2019-02-28,2.45
2019-03-01,2.44
2019-03-04,2.46
2019-03-05,2.46
2019-03-06,2.47
2019-03-07,2.45
2019-03-08,2.46
2019-03-11,2.46
2019-03-12,2.46
2019-03-13,2.45
2019-03-14,2.45
2019-03-15,2.45
2019-03-18,2.44
2019-03-19,2.46
2019-03-20,2.48
2019-03-21,2.49
2019-03-22,2.46
2019-03-25,2.46
2019-03-26,2.46
2019-03-27,2.44
2019-03-28,2.43
2019-03-29,2.40
2019-04-01,2.43
2019-04-02,2.42
2019-04-03,2.44
2019-04-04,2.44
2019-04-05,2.44
2019-04-08,2.43
2019-04-09,2.42
2019-04-10,2.43
2019-04-11,2.43
2019-04-12,2.44
2019-04-15,2.43
2019-04-16,2.43
2019-04-17,2.44
2019-04-18,2.42
2019-04-19,.
2019-04-22,2.44
2019-04-23,2.45
2019-04-24,2.44
2019-04-25,2.43
2019-04-26,2.42
2019-04-29,2.44
2019-04-30,2.43
2019-05-01,2.43
2019-05-02,2.47
2019-05-03,2.43
2019-05-06,2.44
2019-05-07,2.43
2019-05-08,2.43
2019-05-09,2.43
2019-05-10,2.43
2019-05-13,2.41
2019-05-14,2.41
2019-05-15,2.42
2019-05-16,2.40
2019-05-17,2.39
2019-05-20,2.39
2019-05-21,2.39
2019-05-22,2.38
2019-05-23,2.37
2019-05-24,2.35
2019-05-27,.
2019-05-28,2.37
2019-05-29,2.37
2019-05-30,2.38
2019-05-31,2.35
2019-06-03,2.35
2019-06-04,2.35
2019-06-05,2.35
2019-06-06,2.33
2019-06-07,2.28
2019-06-10,2.29
2019-06-11,2.27
2019-06-12,2.24
2019-06-13,2.19
2019-06-14,2.20
2019-06-17,2.23
2019-06-18,2.22
2019-06-19,2.18
2019-06-20,2.14
2019-06-21,2.11
2019-06-24,2.13
2019-06-25,2.12
2019-06-26,2.15
2019-06-27,2.14
2019-06-28,2.12
2019-07-01,2.21
2019-07-02,2.20
2019-07-03,2.21
2019-07-04,.
2019-07-05,2.23
2019-07-08,2.26
2019-07-09,2.26
2019-07-10,2.20
2019-07-11,2.17
2019-07-12,2.14
2019-07-15,2.16
2019-07-16,2.15
2019-07-17,2.14
2019-07-18,2.05
2019-07-19,2.06
2019-07-22,2.09
2019-07-23,2.06
2019-07-24,2.10
2019-07-25,2.10
2019-07-26,2.12
2019-07-29,2.12
2019-07-30,2.08
2019-07-31,2.08
2019-08-01,2.07
2019-08-02,2.06
2019-08-05,2.05
2019-08-06,2.05
2019-08-07,2.02
2019-08-08,2.02
2019-08-09,2.00
2019-08-12,2.00
2019-08-13,2.00
2019-08-14,1.96
2019-08-15,1.91
2019-08-16,1.87
2019-08-19,1.94
2019-08-20,1.94
2019-08-21,1.97
2019-08-22,2.00
2019-08-23,1.97
2019-08-26,2.01
2019-08-27,1.98
2019-08-28,1.99
2019-08-29,1.99
2019-08-30,1.99
2019-09-02,.
2019-09-03,1.98
2019-09-04,1.97
2019-09-05,1.97
2019-09-06,1.96
2019-09-09,1.96
2019-09-10,1.95
2019-09-11,1.96
2019-09-12,1.95
2019-09-13,1.96
2019-09-16,1.99
2019-09-17,1.99
2019-09-18,1.95
2019-09-19,1.93
2019-09-20,1.91
2019-09-23,1.94
2019-09-24,1.92
2019-09-25,1.89
2019-09-26,1.83
2019-09-27,1.80
2019-09-30,1.88
2019-10-01,1.82
2019-10-02,1.79
2019-10-03,1.70
2019-10-04,1.71
2019-10-07,1.75
2019-10-08,1.72
2019-10-09,1.69
2019-10-10,1.68
2019-10-11,1.68
2019-10-14,.
2019-10-15,1.67
2019-10-16,1.66
2019-10-17,1.66
2019-10-18,1.66
2019-10-21,1.67
2019-10-22,1.65
2019-10-23,1.65
2019-10-24,1.67
2019-10-25,1.66
2019-10-28,1.65
2019-10-29,1.63
2019-10-30,1.62
2019-10-31,1.54
2019-11-01,1.52
2019-11-04,1.53
2019-11-05,1.56
2019-11-06,1.56
2019-11-07,1.56
2019-11-08,1.55
2019-11-11,.
2019-11-12,1.59
2019-11-13,1.57
2019-11-14,1.57
2019-11-15,1.57
2019-11-18,1.57
2019-11-19,1.57
2019-11-20,1.57
2019-11-21,1.58
2019-11-22,1.58
2019-11-25,1.61
2019-11-26,1.60
2019-11-27,1.62
2019-11-28,.
2019-11-29,1.59
2019-12-02,1.60
2019-12-03,1.57
2019-12-04,1.55
2019-12-05,1.54
2019-12-06,1.53
2019-12-09,1.54
2019-12-10,1.56
2019-12-11,1.57
2019-12-12,1.56
2019-12-13,1.57
2019-12-16,1.57
2019-12-17,1.56
2019-12-18,1.56
2019-12-19,1.57
2019-12-20,1.58
2019-12-23,1.59
2019-12-24,1.58
2019-12-25,.
2019-12-26,1.58
2019-12-27,1.57
2019-12-30,1.57
2019-12-31,1.55
2020-01-01,.
2020-01-02,1.54
2020-01-03,1.52
2020-01-06,1.56
2020-01-07,1.54
2020-01-08,1.54
2020-01-09,1.54
2020-01-10,1.54
2020-01-13,1.57
2020-01-14,1.57
2020-01-15,1.57
2020-01-16,1.55
2020-01-17,1.56
2020-01-20,.
2020-01-21,1.56
2020-01-22,1.55
2020-01-23,1.55
2020-01-24,1.54
2020-01-27,1.55
2020-01-28,1.57
2020-01-29,1.56
2020-01-30,1.57
2020-01-31,1.55
2020-02-03,1.57
2020-02-04,1.57
2020-02-05,1.57
2020-02-06,1.57
2020-02-07,1.56
2020-02-10,1.58
2020-02-11,1.57
2020-02-12,1.58
2020-02-13,1.59
2020-02-14,1.58
2020-02-17,.
2020-02-18,1.58
2020-02-19,1.58
2020-02-20,1.58
2020-02-21,1.56
2020-02-24,1.53
2020-02-25,1.53
2020-02-26,1.53
2020-02-27,1.45
2020-02-28,1.27
2020-03-02,1.13
2020-03-03,0.95
2020-03-04,0.72
2020-03-05,0.62
2020-03-06,0.45
2020-03-09,0.33
2020-03-10,0.44
2020-03-11,0.42
2020-03-12,0.33
2020-03-13,0.28
2020-03-16,0.24
2020-03-17,0.19
2020-03-18,0.02
2020-03-19,0.04
2020-03-20,0.05
2020-03-23,0.02
2020-03-24,0.01
2020-03-25,0.00
2020-03-26,0.00
2020-03-27,0.03
2020-03-30,0.12
2020-03-31,0.11
2020-04-01,0.09
2020-04-02,0.09
2020-04-03,0.10
2020-04-06,0.15
2020-04-07,0.14
2020-04-08,0.22
2020-04-09,0.25
2020-04-10,.
2020-04-13,0.26
2020-04-14,0.20
2020-04-15,0.14
2020-04-16,0.14
2020-04-17,0.12
2020-04-20,0.12
2020-04-21,0.11
2020-04-22,0.12
2020-04-23,0.11
2020-04-24,0.12
2020-04-27,0.12
2020-04-28,0.11
2020-04-29,0.10
2020-04-30,0.09
2020-05-01,0.12
2020-05-04,0.13
2020-05-05,0.13
2020-05-06,0.12
2020-05-07,0.11
2020-05-08,0.12
2020-05-11,0.12
2020-05-12,0.13
2020-05-13,0.13
2020-05-14,0.12
2020-05-15,0.12
2020-05-18,0.13
2020-05-19,0.13
2020-05-20,0.12
2020-05-21,0.12
2020-05-22,0.12
2020-05-25,.
2020-05-26,0.14
2020-05-27,0.15
2020-05-28,0.15
2020-05-29,0.14
2020-06-01,0.14
2020-06-02,0.15
2020-06-03,0.16
2020-06-04,0.15
2020-06-05,0.15
2020-06-08,0.17
2020-06-09,0.19
2020-06-10,0.17
2020-06-11,0.17
2020-06-12,0.16
2020-06-15,0.18
2020-06-16,0.17
2020-06-17,0.17
2020-06-18,0.16
2020-06-19,0.15
2020-06-22,0.16
2020-06-23,0.16
2020-06-24,0.15
2020-06-25,0.16
2020-06-26,0.14
2020-06-29,0.14
2020-06-30,0.16
2020-07-01,0.14
2020-07-02,0.14
2020-07-03,.
2020-07-06,0.15
2020-07-07,0.15
2020-07-08,0.15
2020-07-09,0.13
2020-07-10,0.13
2020-07-13,0.14
2020-07-14,0.15
2020-07-15,0.16
2020-07-16,0.11
2020-07-17,0.11
2020-07-20,0.13
2020-07-21,0.13
2020-07-22,0.13
2020-07-23,0.12
2020-07-24,0.11
2020-07-27,0.11
2020-07-28,0.11
2020-07-29,0.11
2020-07-30,0.09
2020-07-31,0.09
2020-08-03,0.10
2020-08-04,0.09
2020-08-05,0.10
2020-08-06,0.10
2020-08-07,0.10
2020-08-10,0.11
2020-08-11,0.11
2020-08-12,0.11
2020-08-13,0.10
2020-08-14,0.10
2020-08-17,0.10
2020-08-18,0.09
2020-08-19,0.11
2020-08-20,0.11
2020-08-21,0.10
2020-08-24,0.12
2020-08-25,0.11
2020-08-26,0.11
2020-08-27,0.11
2020-08-28,0.10
2020-08-31,0.11
2020-09-01,0.12
2020-09-02,0.12
2020-09-03,0.11
2020-09-04,0.11
2020-09-07,.
2020-09-08,0.13
2020-09-09,0.12
2020-09-10,0.12
2020-09-11,0.11
2020-09-14,0.11
2020-09-15,0.11
2020-09-16,0.12
2020-09-17,0.09
2020-09-18,0.10
2020-09-21,0.10
2020-09-22,0.10
2020-09-23,0.11
2020-09-24,0.10
2020-09-25,0.10
2020-09-28,0.11
2020-09-29,0.09
2020-09-30,0.10
2020-10-01,0.09
2020-10-02,0.09
2020-10-05,0.10
2020-10-06,0.10
2020-10-07,0.10
2020-10-08,0.09
2020-10-09,0.10
2020-10-12,.
2020-10-13,0.11
2020-10-14,0.12
2020-10-15,0.11
2020-10-16,0.11
2020-10-19,0.11
2020-10-20,0.10
2020-10-21,0.10
2020-10-22,0.09
2020-10-23,0.10
2020-10-26,0.11
2020-10-27,0.10
2020-10-28,0.10
2020-10-29,0.09
2020-10-30,0.09
2020-11-02,0.09
2020-11-03,0.10
2020-11-04,0.10
2020-11-05,0.10
2020-11-06,0.10
2020-11-09,0.11
2020-11-10,0.10
2020-11-11,.
2020-11-12,0.10
2020-11-13,0.09
2020-11-16,0.09
2020-11-17,0.09
2020-11-18,0.09
2020-11-19,0.07
2020-11-20,0.07
2020-11-23,0.08
2020-11-24,0.09
2020-11-25,0.09
2020-11-26,.
2020-11-27,0.09
2020-11-30,0.08
2020-12-01,0.09
2020-12-02,0.09
2020-12-03,0.08
2020-12-04,0.09
2020-12-07,0.08
2020-12-08,0.09
2020-12-09,0.08
2020-12-10,0.08
2020-12-11,0.08
2020-12-14,0.09
2020-12-15,0.08
2020-12-16,0.09
2020-12-17,0.08
2020-12-18,0.08
2020-12-21,0.09
2020-12-22,0.09
2020-12-23,0.09
2020-12-24,0.09
2020-12-25,.
2020-12-28,0.11
2020-12-29,0.10
2020-12-30,0.08
2020-12-31,0.09
2021-01-01,.
2021-01-04,0.09
2021-01-05,0.09
2021-01-06,0.09
2021-01-07,0.09
2021-01-08,0.08
2021-01-11,0.08
2021-01-12,0.09
2021-01-13,0.09
