DATE,DGS1MO
2018-12-19,2.35
2018-12-20,2.42
2018-12-21,2.41
2018-12-24,2.42
2018-12-25,.
2018-12-26,2.41
2018-12-27,2.43
2018-12-28,2.39
2018-12-31,2.44
2019-01-01,.
2019-01-02,2.40
2019-01-03,2.42
2019-01-04,2.40
2019-01-07,2.42
2019-01-08,2.40
2019-01-09,2.40
2019-01-10,2.42
2019-01-11,2.41
2019-01-14,2.42
2019-01-15,2.41
2019-01-16,2.41
2019-01-17,2.41
2019-01-18,2.40
2019-01-21,.
2019-01-22,2.38
2019-01-23,2.37
2019-01-24,2.38
2019-01-25,2.36
2019-01-28,2.39
2019-01-29,2.39
2019-01-30,2.40
2019-01-31,2.42
2019-02-01,2.41
2019-02-04,2.41
2019-02-05,2.39
2019-02-06,2.40
2019-02-07,2.43
2019-02-08,2.43
2019-02-11,2.44
2019-02-12,2.42
2019-02-13,2.42
2019-02-14,2.45
2019-02-15,2.43
2019-02-18,.
2019-02-19,2.44
2019-02-20,2.41
2019-02-21,2.43
2019-02-22,2.43
2019-02-25,2.44
2019-02-26,2.43
2019-02-27,2.43
2019-02-28,2.44
2019-03-01,2.44
2019-03-04,2.45
2019-03-05,2.44
2019-03-06,2.43
2019-03-07,2.45
2019-03-08,2.45
2019-03-11,2.44
2019-03-12,2.44
2019-03-13,2.43
2019-03-14,2.48
2019-03-15,2.46
2019-03-18,2.47
2019-03-19,2.46
2019-03-20,2.45
2019-03-21,2.51
2019-03-22,2.49
2019-03-25,2.47
2019-03-26,2.46
2019-03-27,2.45
2019-03-28,2.44
2019-03-29,2.43
2019-04-01,2.42
2019-04-02,2.43
2019-04-03,2.42
2019-04-04,2.43
2019-04-05,2.42
2019-04-08,2.43
2019-04-09,2.42
2019-04-10,2.40
2019-04-11,2.42
2019-04-12,2.41
2019-04-15,2.42
2019-04-16,2.43
2019-04-17,2.43
2019-04-18,2.44
2019-04-19,.
2019-04-22,2.44
2019-04-23,2.43
2019-04-24,2.42
2019-04-25,2.43
2019-04-26,2.42
2019-04-29,2.45
2019-04-30,2.43
2019-05-01,2.42
2019-05-02,2.44
2019-05-03,2.42
2019-05-06,2.43
2019-05-07,2.44
2019-05-08,2.42
2019-05-09,2.43
2019-05-10,2.42
2019-05-13,2.41
2019-05-14,2.41
2019-05-15,2.40
2019-05-16,2.40
2019-05-17,2.39
2019-05-20,2.39
2019-05-21,2.37
2019-05-22,2.36
2019-05-23,2.38
2019-05-24,2.37
2019-05-27,.
2019-05-28,2.35
2019-05-29,2.35
2019-05-30,2.37
2019-05-31,2.35
2019-06-03,2.36
2019-06-04,2.34
2019-06-05,2.31
2019-06-06,2.32
2019-06-07,2.30
2019-06-10,2.30
2019-06-11,2.27
2019-06-12,2.19
2019-06-13,2.24
2019-06-14,2.23
2019-06-17,2.22
2019-06-18,2.18
2019-06-19,2.14
2019-06-20,2.17
2019-06-21,2.16
2019-06-24,2.12
2019-06-25,2.11
2019-06-26,2.11
2019-06-27,2.19
2019-06-28,2.18
2019-07-01,2.17
2019-07-02,2.21
2019-07-03,2.25
2019-07-04,.
2019-07-05,2.26
2019-07-08,2.23
2019-07-09,2.22
2019-07-10,2.18
2019-07-11,2.17
2019-07-12,2.16
2019-07-15,2.17
2019-07-16,2.16
2019-07-17,2.13
2019-07-18,2.11
2019-07-19,2.11
2019-07-22,2.13
2019-07-23,2.12
2019-07-24,2.10
2019-07-25,2.16
2019-07-26,2.13
2019-07-29,2.12
2019-07-30,2.07
2019-07-31,2.01
2019-08-01,2.11
2019-08-02,2.11
2019-08-05,2.07
2019-08-06,2.05
2019-08-07,2.02
2019-08-08,2.09
2019-08-09,2.05
2019-08-12,2.09
2019-08-13,2.05
2019-08-14,1.98
2019-08-15,2.08
2019-08-16,2.05
2019-08-19,2.06
2019-08-20,2.05
2019-08-21,2.03
2019-08-22,2.10
2019-08-23,2.07
2019-08-26,2.09
2019-08-27,2.07
2019-08-28,2.07
2019-08-29,2.10
2019-08-30,2.10
2019-09-02,.
2019-09-03,2.06
2019-09-04,2.05
2019-09-05,2.05
2019-09-06,2.05
2019-09-09,2.04
2019-09-10,2.04
2019-09-11,2.01
2019-09-12,1.99
2019-09-13,1.99
2019-09-16,2.08
2019-09-17,2.10
2019-09-18,1.94
2019-09-19,2.01
2019-09-20,1.95
2019-09-23,1.94
2019-09-24,1.90
2019-09-25,1.80
2019-09-26,1.91
2019-09-27,1.90
2019-09-30,1.91
2019-10-01,1.79
2019-10-02,1.75
2019-10-03,1.78
2019-10-04,1.73
2019-10-07,1.76
2019-10-08,1.69
2019-10-09,1.69
2019-10-10,1.74
2019-10-11,1.76
2019-10-14,.
2019-10-15,1.74
2019-10-16,1.71
2019-10-17,1.74
2019-10-18,1.75
2019-10-21,1.76
2019-10-22,1.75
2019-10-23,1.74
2019-10-24,1.75
2019-10-25,1.73
2019-10-28,1.74
2019-10-29,1.66
2019-10-30,1.61
2019-10-31,1.59
2019-11-01,1.58
2019-11-04,1.58
2019-11-05,1.56
2019-11-06,1.55
2019-11-07,1.57
2019-11-08,1.56
2019-11-11,.
2019-11-12,1.56
2019-11-13,1.56
2019-11-14,1.59
2019-11-15,1.59
2019-11-18,1.59
2019-11-19,1.58
2019-11-20,1.57
2019-11-21,1.57
2019-11-22,1.58
2019-11-25,1.60
2019-11-26,1.63
2019-11-27,1.65
2019-11-28,.
2019-11-29,1.62
2019-12-02,1.60
2019-12-03,1.56
2019-12-04,1.59
2019-12-05,1.52
2019-12-06,1.52
2019-12-09,1.54
2019-12-10,1.53
2019-12-11,1.54
2019-12-12,1.57
2019-12-13,1.55
2019-12-16,1.57
2019-12-17,1.56
2019-12-18,1.56
2019-12-19,1.54
2019-12-20,1.57
2019-12-23,1.57
2019-12-24,1.55
2019-12-25,.
2019-12-26,1.59
2019-12-27,1.56
2019-12-30,1.51
2019-12-31,1.48
2020-01-01,.
2020-01-02,1.53
2020-01-03,1.52
2020-01-06,1.54
2020-01-07,1.52
2020-01-08,1.50
2020-01-09,1.53
2020-01-10,1.52
2020-01-13,1.54
2020-01-14,1.53
2020-01-15,1.53
2020-01-16,1.54
2020-01-17,1.54
2020-01-20,.
2020-01-21,1.52
2020-01-22,1.52
2020-01-23,1.55
2020-01-24,1.54
2020-01-27,1.53
2020-01-28,1.53
2020-01-29,1.52
2020-01-30,1.59
2020-01-31,1.56
2020-02-03,1.56
2020-02-04,1.55
2020-02-05,1.55
2020-02-06,1.59
2020-02-07,1.57
2020-02-10,1.58
2020-02-11,1.57
2020-02-12,1.57
2020-02-13,1.59
2020-02-14,1.60
2020-02-17,.
2020-02-18,1.61
2020-02-19,1.61
2020-02-20,1.61
2020-02-21,1.60
2020-02-24,1.60
2020-02-25,1.59
2020-02-26,1.59
2020-02-27,1.56
2020-02-28,1.45
2020-03-02,1.41
2020-03-03,1.11
2020-03-04,1.00
2020-03-05,0.92
2020-03-06,0.79
2020-03-09,0.57
2020-03-10,0.57
2020-03-11,0.42
2020-03-12,0.41
2020-03-13,0.33
2020-03-16,0.25
2020-03-17,0.12
2020-03-18,0.04
2020-03-19,0.04
2020-03-20,0.04
2020-03-23,0.01
2020-03-24,0.01
2020-03-25,0.00
2020-03-26,0.01
2020-03-27,0.01
2020-03-30,0.04
2020-03-31,0.05
2020-04-01,0.03
2020-04-02,0.09
2020-04-03,0.09
2020-04-06,0.09
2020-04-07,0.10
2020-04-08,0.14
2020-04-09,0.20
2020-04-10,.
2020-04-13,0.17
2020-04-14,0.17
2020-04-15,0.14
2020-04-16,0.14
2020-04-17,0.12
2020-04-20,0.10
2020-04-21,0.08
2020-04-22,0.09
2020-04-23,0.09
2020-04-24,0.10
2020-04-27,0.09
2020-04-28,0.08
2020-04-29,0.10
2020-04-30,0.10
2020-05-01,0.10
2020-05-04,0.10
2020-05-05,0.09
2020-05-06,0.08
2020-05-07,0.10
2020-05-08,0.10
2020-05-11,0.09
2020-05-12,0.10
2020-05-13,0.10
2020-05-14,0.09
2020-05-15,0.09
2020-05-18,0.10
2020-05-19,0.09
2020-05-20,0.08
2020-05-21,0.09
2020-05-22,0.09
2020-05-25,.
2020-05-26,0.10
2020-05-27,0.11
2020-05-28,0.14
2020-05-29,0.13
2020-06-01,0.12
2020-06-02,0.12
2020-06-03,0.12
2020-06-04,0.13
2020-06-05,0.13
2020-06-08,0.15
2020-06-09,0.14
2020-06-10,0.13
2020-06-11,0.14
2020-06-12,0.14
2020-06-15,0.15
2020-06-16,0.14
2020-06-17,0.13
2020-06-18,0.13
2020-06-19,0.13
2020-06-22,0.14
2020-06-23,0.12
2020-06-24,0.11
2020-06-25,0.13
2020-06-26,0.12
2020-06-29,0.11
2020-06-30,0.13
2020-07-01,0.12
2020-07-02,0.13
2020-07-03,.
2020-07-06,0.12
2020-07-07,0.12
2020-07-08,0.11
2020-07-09,0.11
2020-07-10,0.10
2020-07-13,0.11
2020-07-14,0.11
2020-07-15,0.12
2020-07-16,0.12
2020-07-17,0.11
2020-07-20,0.11
2020-07-21,0.09
2020-07-22,0.09
2020-07-23,0.09
2020-07-24,0.10
2020-07-27,0.10
2020-07-28,0.09
2020-07-29,0.09
2020-07-30,0.10
2020-07-31,0.09
2020-08-03,0.09
2020-08-04,0.09
2020-08-05,0.08
2020-08-06,0.07
2020-08-07,0.08
2020-08-10,0.09
2020-08-11,0.08
2020-08-12,0.08
2020-08-13,0.08
2020-08-14,0.09
2020-08-17,0.09
2020-08-18,0.08
2020-08-19,0.07
2020-08-20,0.08
2020-08-21,0.07
2020-08-24,0.09
2020-08-25,0.08
2020-08-26,0.08
2020-08-27,0.09
2020-08-28,0.09
2020-08-31,0.08
2020-09-01,0.09
2020-09-02,0.10
2020-09-03,0.10
2020-09-04,0.09
2020-09-07,.
2020-09-08,0.10
2020-09-09,0.10
2020-09-10,0.10
2020-09-11,0.10
2020-09-14,0.10
2020-09-15,0.09
2020-09-16,0.08
2020-09-17,0.09
2020-09-18,0.09
2020-09-21,0.09
2020-09-22,0.08
2020-09-23,0.08
2020-09-24,0.08
2020-09-25,0.08
2020-09-28,0.09
2020-09-29,0.07
2020-09-30,0.08
2020-10-01,0.09
2020-10-02,0.10
2020-10-05,0.09
2020-10-06,0.08
2020-10-07,0.08
2020-10-08,0.09
2020-10-09,0.10
2020-10-12,.
2020-10-13,0.09
2020-10-14,0.10
2020-10-15,0.10
2020-10-16,0.09
2020-10-19,0.09
2020-10-20,0.08
2020-10-21,0.08
2020-10-22,0.09
2020-10-23,0.08
2020-10-26,0.08
2020-10-27,0.08
2020-10-28,0.07
2020-10-29,0.08
2020-10-30,0.08
2020-11-02,0.09
2020-11-03,0.09
2020-11-04,0.08
2020-11-05,0.09
2020-11-06,0.10
2020-11-09,0.10
2020-11-10,0.09
2020-11-11,.
2020-11-12,0.10
2020-11-13,0.10
2020-11-16,0.09
2020-11-17,0.08
2020-11-18,0.07
2020-11-19,0.08
2020-11-20,0.09
2020-11-23,0.08
2020-11-24,0.08
2020-11-25,0.07
2020-11-26,.
2020-11-27,0.09
2020-11-30,0.08
2020-12-01,0.07
2020-12-02,0.07
2020-12-03,0.08
2020-12-04,0.07
2020-12-07,0.09
2020-12-08,0.08
2020-12-09,0.07
2020-12-10,0.07
2020-12-11,0.08
2020-12-14,0.07
2020-12-15,0.07
2020-12-16,0.08
2020-12-17,0.08
2020-12-18,0.08
2020-12-21,0.08
2020-12-22,0.07
2020-12-23,0.07
2020-12-24,0.09
2020-12-25,.
2020-12-28,0.09
2020-12-29,0.08
2020-12-30,0.06
2020-12-31,0.08
2021-01-01,.
2021-01-04,0.09
2021-01-05,0.08
2021-01-06,0.09
2021-01-07,0.09
2021-01-08,0.08
2021-01-11,0.09
2021-01-12,0.09
